index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
34963,2019-01-21 15:09:00,180065000000000.0,fraud_Schumm PLC,shopping_net,917.52,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,d0308999eb6aa636eec992cf86f1c182,1327158543,37.282391,-85.572291,1
35824,2019-01-21 22:13:00,3518670000000000.0,fraud_Mayert Group,shopping_pos,1009.62,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,93866472ab534aef2928057a9c71c842,1327184029,39.649431,-85.226337,1
35842,2019-01-21 22:20:00,180065000000000.0,fraud_Yost-Rogahn,personal_care,50.66,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,0a5a3e5d77ed9b25d5f3e24d502a7827,1327184453,38.283957,-87.092218,1
35853,2019-01-21 22:27:00,3518670000000000.0,fraud_Pacocha-Bauch,shopping_pos,797.87,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,a30424554e0d1b68448de32060b12962,1327184825,39.600853,-84.169555,1
35872,2019-01-21 22:34:00,3518670000000000.0,fraud_Price Inc,shopping_net,1122.38,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,269fd480aacf8f31704b606a997f180e,1327185248,38.728596,-84.868296,1
35887,2019-01-21 22:43:00,3518670000000000.0,fraud_Stamm-Witting,shopping_net,1002.29,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,c97df13b326222500b0e477ad293d090,1327185822,39.886344,-83.529175,1
35929,2019-01-21 23:04:00,3518670000000000.0,"fraud_Bins, Balistreri and Beatty",shopping_pos,704.6,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,b92cf6ea3f75df7896e0658bc7b15565,1327187097,39.293663,-83.386579,1
35930,2019-01-21 23:04:00,3518670000000000.0,fraud_Hudson-Grady,shopping_pos,810.35,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,9fb49ab9d48d6ad4cd8393b97a0ed7cf,1327187099,38.222815,-83.481529,1
35968,2019-01-21 23:26:00,3518670000000000.0,fraud_Mayert Group,shopping_pos,867.76,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,852b235ebe71a29d575dc8ca18adc5c1,1327188368,38.456778,-83.82438,1
35992,2019-01-21 23:35:00,180065000000000.0,"fraud_Rippin, Kub and Mann",misc_net,767.97,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,a654cc09340a8af9985cf005d8942198,1327188901,38.697716,-87.287635,1
36001,2019-01-21 23:39:00,3518670000000000.0,fraud_Gislason Group,travel,9.69,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,89feccc33b7fe980a0afdb534f6f0a17,1327189158,38.429101,-84.141828,1
36019,2019-01-21 23:49:00,180065000000000.0,fraud_Rempel Inc,shopping_net,1058.68,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,98d00ce79b4129bac1bd7f593f8304d8,1327189772,38.563266,-86.679912,1
36038,2019-01-22 00:04:00,3518670000000000.0,fraud_Heidenreich PLC,grocery_pos,301.8,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,29238ae31879466d7deaddabff1b7e66,1327190692,39.440602,-83.864146,1
36064,2019-01-22 00:27:00,344710000000000.0,fraud_McDermott-Rice,misc_pos,6.83,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,77729811fbf617bf732e6e28cdc32e55,1327192077,26.572094,-81.961039,1
36126,2019-01-22 01:22:00,344710000000000.0,fraud_Ernser-Lynch,food_dining,109.69,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,e32cdaaf7c99f0992a8bb75cf5070ac2,1327195344,26.522765,-81.454957,1
36187,2019-01-22 02:12:00,344710000000000.0,fraud_Friesen Inc,shopping_pos,746.76,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,00422000408aea213f6432061686b0bd,1327198356,28.213586,-80.990412,1
36270,2019-01-22 03:14:00,344710000000000.0,fraud_Cormier LLC,shopping_net,1155.71,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,39536e33dbfccd38d677ff3872819d73,1327202062,27.751833,-81.465397,1
36302,2019-01-22 03:37:00,344710000000000.0,fraud_Hudson-Grady,shopping_pos,885.64,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,88ae710a6730f588882b012b938678d9,1327203422,27.508257,-81.968152,1
36318,2019-01-22 03:49:00,344710000000000.0,fraud_Pfeffer and Sons,shopping_pos,771.55,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,bd947479d09382e243ee6cf479add43d,1327204173,28.177124,-81.807376,1
36611,2019-01-22 07:49:00,3518670000000000.0,fraud_Kuhic Inc,grocery_pos,293.52,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,9ba62e793d49b0a1ca87e4269c60cb2c,1327218589,38.790873,-84.747631,1
36777,2019-01-22 09:59:00,180065000000000.0,fraud_Emard Inc,gas_transport,19.43,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,27b0e5f5db86c589b824d4e0edff840c,1327226343,38.739129,-85.893116,1
36787,2019-01-22 10:07:00,344710000000000.0,fraud_Dooley Inc,shopping_pos,913.75,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,c793c34a9264777203b5fc84439857fc,1327226865,28.209431,-81.457981,1
36833,2019-01-22 10:44:00,344710000000000.0,fraud_Wiza LLC,misc_pos,8.63,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,6ad75fd2ae01c0ceb3f1cd6f3a47b31f,1327229072,27.188218,-82.058711,1
38028,2019-01-22 21:21:00,180065000000000.0,fraud_Kozey-Boehm,shopping_net,1036.56,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,5acd5ee96e3cde68bfe4317b61168aeb,1327267294,38.050689,-86.13899,1
38137,2019-01-22 22:15:00,180065000000000.0,"fraud_Labadie, Treutel and Bode",shopping_net,990.45,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,122e25f6757804ec603800afa01ceba3,1327270521,38.856462,-85.871406,1
38146,2019-01-22 22:20:00,344710000000000.0,fraud_Ebert-Daugherty,travel,10.68,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,71eb3f8b8be866a4835f5059ded5d0c4,1327270857,27.966062,-81.583576,1
38165,2019-01-22 22:27:00,180065000000000.0,"fraud_Lockman, West and Runte",grocery_pos,330.24,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,9df1262a9d554a1ced45ec52a6a6993e,1327271236,37.596022,-87.01916,1
38242,2019-01-22 23:04:00,344710000000000.0,fraud_Gottlieb-Hansen,personal_care,17.52,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,5666921b2c9a994021da1bdbb9aea908,1327273470,27.686765,-81.094488,1
38253,2019-01-22 23:11:00,344710000000000.0,fraud_Fahey Inc,kids_pets,21.12,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,2a398a077a3da41a3ab36ac14725c746,1327273898,27.452866,-81.115886,1
38263,2019-01-22 23:18:00,344710000000000.0,fraud_Brown Inc,kids_pets,16.1,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,a61ab67b0eeba3162a8617214a14eae9,1327274288,26.528365,-82.107791,1
38266,2019-01-22 23:19:00,180065000000000.0,"fraud_Labadie, Treutel and Bode",shopping_net,938.82,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,5e28941dd3005c0301cda34c14ae7ecd,1327274374,38.005648,-87.215881,1
38274,2019-01-22 23:23:00,3518670000000000.0,fraud_Heathcote LLC,shopping_net,1182.65,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,df9427ca050a757902bc3dc405ac5dec,1327274591,39.817155,-84.85415,1
38294,2019-01-22 23:30:00,3518670000000000.0,fraud_Auer-West,shopping_net,1115.06,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,1996-11-12,d7c4160cd7b94aa320f26906929d4dc7,1327275048,39.433618,-84.248941,1
38447,2019-01-23 02:39:00,344710000000000.0,fraud_Torphy-Goyette,shopping_pos,706.66,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,2284bc8d36d3b8f9a84a4b05202b4835,1327286345,27.575074,-80.925466,1
38477,2019-01-23 03:41:00,344710000000000.0,fraud_Price Inc,shopping_net,1079.64,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,30388b8e060e5c8a908b8f86e2f5cfa8,1327290084,27.561984,-81.236425,1
39615,2019-01-24 03:28:00,4.25711e+18,fraud_Vandervort-Funk,grocery_pos,317.62,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,097500de1c31cc82851cb3ac0813ec41,1327375695,44.083959,-88.063307,1
39654,2019-01-24 04:29:00,4.25711e+18,"fraud_Lockman, West and Runte",grocery_pos,316.88,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,b5a6d4703235fa750abf909b7e48505a,1327379396,43.552527,-88.633197,1
40396,2019-01-24 17:58:00,4.25711e+18,fraud_Volkman-Predovic,shopping_net,980.77,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,abf709269498854e6f9bd456624b7d4c,1327427887,43.145246,-88.518359,1
40716,2019-01-24 23:06:00,4.25711e+18,fraud_Larkin Ltd,kids_pets,15.68,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,c16ebe085b34c54aff2fba4be0c78754,1327446376,43.384965,-88.646819,1
40784,2019-01-25 00:38:00,4.25711e+18,fraud_Koss and Sons,gas_transport,10.64,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,78cd3b98c4e8e8196516e9e0c095694f,1327451890,43.721928,-88.602291,1
40806,2019-01-25 01:05:00,4.25711e+18,fraud_Friesen-D'Amore,gas_transport,10.02,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,59e177ed7c1524799a201c6d957907e2,1327453509,43.364576,-88.554937,1
41927,2019-01-25 22:14:00,4.25711e+18,fraud_Gottlieb Group,kids_pets,19.05,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,1b79ef2dea493f112ce5e1cfdc9b7958,1327529689,43.736699,-89.715061,1
41964,2019-01-25 22:45:00,4.25711e+18,fraud_Torphy-Goyette,shopping_pos,1172.01,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,999eee3eaf7f5c9729f7d2294b620f3c,1327531552,43.040053,-89.274051,1
42018,2019-01-25 23:37:00,4.25711e+18,fraud_Kassulke PLC,shopping_net,1075.29,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,dee2715a016bf7ff5620fe8bfe69b9fd,1327534636,43.08187,-88.189221,1
42026,2019-01-25 23:42:00,4.25711e+18,"fraud_Ferry, Lynch and Kautzer",misc_net,775.1,Ryan,Anderson,M,254 Webster Harbor,Waukau,WI,54980,43.9886,-88.7712,149,"Engineer, building services",2000-02-15,790e4e7cbe8bf761b0c76360bd09cb5f,1327534965,44.486682,-87.826353,1
43548,2019-01-27 01:34:00,676234000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,329.83,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,2cc18d68486597375ac9c6a340c3437f,1327628084,35.269747,-115.001724,1
43558,2019-01-27 01:44:00,4.2097e+18,fraud_Luettgen PLC,gas_transport,9.89,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,652c66d4a97efafa9d04d190b65dc2af,1327628650,36.850359,-89.375066,1
43577,2019-01-27 02:01:00,4.2097e+18,fraud_Kunze Inc,grocery_pos,369.0,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,8bed9202c128357fad5bcf0c28cfc503,1327629707,38.771668,-88.955958,1
43603,2019-01-27 02:22:00,4.2097e+18,fraud_Gutmann-Upton,misc_pos,919.58,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,07f6a2d87cb0624d5f55f2eb5171376f,1327630966,38.569555,-89.441146,1
43628,2019-01-27 02:39:00,4247920000000.0,fraud_McDermott-Weimann,grocery_pos,310.76,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,4d1fdd8eb40c93c605909223b4d05ba4,1327631991,38.558545,-82.527821,1
43645,2019-01-27 03:04:00,4.2097e+18,fraud_Stoltenberg-Beatty,shopping_pos,740.2,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,a0ad2c3d9894ebef9d21e7e25563174c,1327633499,37.851917,-87.922751,1
43755,2019-01-27 04:43:00,676234000000.0,fraud_Kuhic Inc,grocery_pos,298.01,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,36c0bd92e3032812151a8f9acfe00e20,1327639401,34.068192,-113.412581,1
44350,2019-01-27 13:16:00,4.2097e+18,"fraud_Quitzon, Green and Bashirian",shopping_pos,744.69,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,e2e1234e1ffdfbbad4edbe4307087572,1327670160,38.508788,-88.431028,1
44367,2019-01-27 13:29:00,4247920000000.0,"fraud_Tillman, Fritsch and Schmitt",misc_net,761.3,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,10f853626b9c4a6d244ab6c38b882bf5,1327670970,39.842849,-83.936523,1
44985,2019-01-27 19:36:00,4247920000000.0,fraud_Predovic Inc,shopping_net,999.18,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,eee7eba2444e5135113005ba6fd07f59,1327693000,40.087383,-82.697386,1
45039,2019-01-27 20:09:00,4247920000000.0,fraud_Koepp-Witting,grocery_pos,317.2,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,0e7357492cbb3a36dbcfc8d6752af001,1327694969,39.372749,-83.104148,1
45318,2019-01-27 22:35:00,676234000000.0,fraud_Donnelly PLC,misc_net,1043.38,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,1294d7a5dea211f63a6488b4957f127e,1327703725,34.351802,-114.176826,1
45352,2019-01-27 22:53:00,676234000000.0,fraud_Kuhic LLC,shopping_net,1189.69,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,116cfdee4bef44c6f0a1d1c40030147c,1327704806,34.327016,-114.299654,1
45362,2019-01-27 22:58:00,4.2097e+18,"fraud_Turcotte, McKenzie and Koss",entertainment,609.41,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,1679fe40660ddffdf1d1e0d5b361c6db,1327705121,37.371211,-87.928892,1
45367,2019-01-27 23:02:00,4.2097e+18,fraud_Hirthe-Beier,health_fitness,21.26,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,05ca2f052eebb84f92b7e54a13f1fe49,1327705344,37.012597,-88.040531,1
45384,2019-01-27 23:11:00,676234000000.0,fraud_McDermott-Weimann,grocery_pos,289.8,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,1f01a4d4ba00c6bb256f295eb163b51f,1327705904,34.11963,-114.068992,1
45388,2019-01-27 23:12:00,676234000000.0,fraud_Friesen Inc,shopping_pos,795.01,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,527fdf7cc53f7af2e820b8b6e3d2f595,1327705935,34.922036,-113.901876,1
45410,2019-01-27 23:21:00,4.2097e+18,fraud_Pacocha-Bauch,shopping_pos,999.45,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,ead9167a70d8fae82192144903289e46,1327706519,36.895121,-88.660503,1
45425,2019-01-27 23:32:00,4.2097e+18,fraud_Hamill-D'Amore,health_fitness,21.47,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,9a897c9c6626ec3366357ff96cf8841c,1327707133,37.201324,-88.729554,1
45476,2019-01-28 00:07:00,676234000000.0,fraud_DuBuque LLC,grocery_pos,296.87,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,67a4368c92088255cd2dac11bfba9b5e,1327709240,33.352471,-113.515467,1
45605,2019-01-28 01:51:00,676234000000.0,fraud_Hackett-Lueilwitz,grocery_pos,294.02,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,ed8af8dc93343a3f6003f143e687d8a5,1327715472,33.868431,-114.495419,1
45646,2019-01-28 02:16:00,373213000000000.0,fraud_Kilback LLC,grocery_pos,295.07,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,a0d5021e69f03868e1aec0600bc83667,1327716993,32.136058,-118.113176,1
45738,2019-01-28 03:29:00,676234000000.0,fraud_Koepp-Parker,grocery_pos,321.49,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,8524e211e3f48239ab8d30300c8d4744,1327721371,35.181692,-115.067423,1
45752,2019-01-28 03:39:00,4247920000000.0,fraud_Goodwin-Nitzsche,grocery_pos,314.86,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,6b34c8b4075dd8f790d0ca9cd8702fc1,1327721989,39.127913,-83.52313,1
45769,2019-01-28 03:53:00,373213000000000.0,fraud_Kiehn Inc,grocery_pos,276.99,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,1acc037be737eab0f99686286dce3777,1327722819,32.602272,-117.826092,1
45885,2019-01-28 05:19:00,373213000000000.0,fraud_Bauch-Raynor,grocery_pos,306.2,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,9c835dcabcfd78db5f7f1c49b941d65a,1327727978,31.874764,-117.478948,1
46121,2019-01-28 08:35:00,373213000000000.0,fraud_Koepp-Witting,grocery_pos,290.89,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,c2ac17dc229428a463f6568467189a8d,1327739704,31.881961,-117.269511,1
46626,2019-01-28 14:06:00,4247920000000.0,"fraud_Goyette, Howell and Collier",shopping_pos,1004.83,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,1e2e9e7eb14880d16799c281e4062636,1327759582,38.888495,-83.669147,1
47697,2019-01-28 22:39:00,4247920000000.0,fraud_Yost-Rogahn,personal_care,21.73,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,f490108b4cc09600efd40e16c84ed0fb,1327790373,40.253516,-83.854901,1
47698,2019-01-28 22:40:00,373213000000000.0,"fraud_Kihn, Abernathy and Douglas",shopping_net,1005.31,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,fe1354c2beae03da8cbcc019d0309311,1327790443,33.003474,-116.408968,1
47720,2019-01-28 22:54:00,676234000000.0,fraud_Hudson-Ratke,grocery_pos,287.42,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,b2a9be3c2bced4f846af82ca667f3bdb,1327791285,33.39735,-114.42256,1
47764,2019-01-28 23:14:00,373213000000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1058.01,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,e6cbed473965d31cd4a258344dd0bd8c,1327792489,33.259031,-117.083503,1
47801,2019-01-28 23:30:00,4247920000000.0,"fraud_Kerluke, Kertzmann and Wiza",misc_net,658.54,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,e16d2d4d6556046ba8f93ca32eac3496,1327793431,39.676603,-84.207707,1
47848,2019-01-28 23:48:00,373213000000000.0,"fraud_Reichert, Huels and Hoppe",shopping_net,1037.0,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,ab450a443f8c628a9696fd97e8f9c353,1327794489,33.086398,-117.259417,1
47879,2019-01-29 00:03:00,4155020000000000.0,fraud_Huels-Nolan,gas_transport,13.2,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,09d817b6ca571dd4d441e6b3a77b394c,1327795420,34.625646,-98.456659,1
47908,2019-01-29 00:31:00,4155020000000000.0,fraud_Dickinson-Rempel,misc_pos,726.63,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,347b8b8d2898fc0e3a3a4dee5026a397,1327797060,35.311304,-99.108549,1
47915,2019-01-29 00:36:00,3545580000000000.0,fraud_Wuckert-Walter,grocery_net,11.33,Cody,Blake,M,300 Hodge Loaf,Houston,TX,77027,29.7396,-95.446,2906700,Community development worker,1962-03-14,12caa263d9725f38812d957f746a3912,1327797370,30.210425,-95.632497,1
47943,2019-01-29 00:51:00,4155020000000000.0,fraud_Spencer-Runolfsson,misc_pos,814.83,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,7eec6c7feceb50bbb2bb6fb0f81d60e0,1327798305,34.176212,-99.165129,1
47988,2019-01-29 01:29:00,38817500000000.0,fraud_Welch Inc,misc_net,775.67,Molly,Marshall,F,880 Andrea Greens Suite 241,Crouse,NC,28033,35.4359,-81.3385,2749,Armed forces technical officer,1997-08-08,fa81108073c2c12ffc3d9b1c44fba5e5,1327800550,34.603019,-80.978425,1
47996,2019-01-29 01:35:00,3545580000000000.0,fraud_DuBuque LLC,grocery_pos,287.0,Cody,Blake,M,300 Hodge Loaf,Houston,TX,77027,29.7396,-95.446,2906700,Community development worker,1962-03-14,91d21c66831e78396e37cb423c78330d,1327800941,29.935047,-95.361006,1
48001,2019-01-29 01:39:00,373213000000000.0,fraud_Murray-Smitham,grocery_pos,285.88,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,c191e8dcf3397bbb9145ea2b687edc14,1327801192,32.297113,-117.660065,1
48035,2019-01-29 01:59:00,373213000000000.0,fraud_Dooley-Thompson,misc_net,731.6,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,c7ee644424ad65017f2e3bf1db14d7a9,1327802395,31.967624,-116.858395,1
48037,2019-01-29 02:01:00,38817500000000.0,fraud_Luettgen PLC,gas_transport,10.57,Molly,Marshall,F,880 Andrea Greens Suite 241,Crouse,NC,28033,35.4359,-81.3385,2749,Armed forces technical officer,1997-08-08,8d5e7bec28443983664514e0a182cff6,1327802517,36.187775,-82.087088,1
48079,2019-01-29 02:46:00,3545580000000000.0,fraud_Conroy-Cruickshank,gas_transport,9.02,Cody,Blake,M,300 Hodge Loaf,Houston,TX,77027,29.7396,-95.446,2906700,Community development worker,1962-03-14,eb357fe50c12e0cc4d5d75d88f737fad,1327805212,29.009433,-95.887204,1
48167,2019-01-29 03:59:00,373213000000000.0,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,326.94,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,2b11702a56c0a6965ca2249098948b2a,1327809553,32.64137,-116.730718,1
